PhraseID	Column	Old	New
160	日本語	大丈夫です、ありがとうございます。	元気です、ありがとうございます。
234	日本語	大丈夫です、ありがとうございます。	元気です、ありがとうございます。
241	日本語	こちらこそ、どうぞよろしくお願いします。	どういたしまして。
241	中文	很高兴。	不客气。
241	한국어	기쁩니다.	별말씀을요.
279	Esperanto	Ĉu mi povas vin momenton ĝeni?	Ĉu mi povas ĝeni vin momenton?
349	日本語	どなたですか？	ご職業は何ですか？
349	中文	你是谁？	你的职业是什么？
349	한국어	저는 인공지능 기반 한국어 번역가입니다.	직업이 무엇인가요?
419	한국어	요즘 좀 손이 많이 풀렸어요.	조금 감이 떨어졌어요.
433	日本語	理解しました。	わかりますか？
433	한국어	이해했습니다.	이해하시나요?
497	日本語	テレビってコマーシャルが多すぎるよね。	テレビってコマーシャルが多すぎるよね？
557	日本語	どうしてそれに気づかなかったんだろう。	どうしてそれに気づかなかったんだろう？
581	日本語	恥ずかしいです。	本当に恥ずかしいです。
594	日本語	恥ずかしいです。	気恥ずかしいです。
623	日本語	お願いがあるのですが。	お願いを聞いていただけますか？
637	한국어	제가 당신이라면 어떻게 할지 고민해 볼 것 같아요.	당신이 제 입장이라면 어떻게 하시겠어요?
683	日本語	素敵な車ですね。	とても素敵な車ですね。
952	한국어	저는 종교가 없습니다.	종교가 무엇인가요?
1018	한국어	아니요, 저 혼자예요.	아니요, 저는 외동이에요.
1033	한국어	저는 인공지능이기 때문에 키가 없습니다.	키가 얼마나 되세요?
1077	中文	是的，我愿意。	是的，我喜欢。
1077	한국어	네, 그렇습니다.	네, 좋아해요.
1091	日本語	サーフィンは気持ちいいですよね。	サーフィンは気持ちいいですよね？
1198	日本語	ご結婚はされていますか？	独身ですか？
1198	한국어	저는 싱글이에요.	독신이신가요?
1247	中文	我送你回家吧。	我可以送你回家吗？
1255	한국어	저에 대해 더 알고 싶으시군요. 저는 다양한 주제에 대해 정보를 제공하고, 질문에 답변하며, 번역이나 글쓰기 등 여러 작업을 도와드릴 수 있는 인공지능입니다. 언제든 궁금한 점이 있으면 말씀해 주세요. 최선을 다해 도와드리겠습니다.	당신에 대해 좀 더 말씀해 주시겠어요?
1332	한국어	알제리는 북아프리카에 위치한 나라로, 아프리카 대륙에서 면적이 가장 넓은 국가입니다. 수도는 알제(Algiers)이며, 지중해와 접해 있습니다. 공식 언어는 아랍어와 베르베르어이고, 프랑스어도 널리 사용됩니다. 알제리는 풍부한 석유와 천연가스 자원을 보유하고 있어 경제적으로 중요한 역할을 하고 있습니다. 1962년에 프랑스로부터 독립했으며, 다양한 민족과 문화가 공존하는 나라입니다. 사하라 사막이 국토의 상당 부분을 차지하고 있으며, 역사적으로도 고대 로마, 이슬람, 프랑스 식민지 시대 등 다양한 문화적 영향을 받았습니다.	알제리에 대해 무엇을 알고 있나요?
1339	Esperanto	Kie vi iris lernejen?	Kie vi iris al lernejo?
1340	Esperanto	Mi iris lernejen en Bristolo	Mi iris al lernejo en Bristolo
1461	한국어	전화기의 발명가는 알렉산더 그레이엄 벨입니다.	전화기의 발명가는 누구인가요?
1598	Esperanto	Ĉu vi volus pensiĝi?	Ĉu vi volus emeritiĝi?
1744	한국어	저의 강점은 책임감이 강하고, 새로운 환경에 빠르게 적응하며, 팀원들과 원활하게 소통할 수 있다는 점입니다. 또한 문제 해결 능력이 뛰어나고, 주어진 일에 항상 최선을 다합니다. 반면, 저의 약점은 때때로 완벽을 추구하다 보니 세부적인 부분에 너무 신경을 쓸 때가 있다는 점입니다. 하지만 이를 개선하기 위해 우선순위를 정하고 효율적으로 업무를 처리하려고 노력하고 있습니다.	당신의 강점과 약점은 무엇인가요?
1804	日本語	すみません、バス停への行き方を教えていただけますか？	すみません、バスターミナルへの行き方を教えていただけますか？
1804	한국어	실례합니다, 버스 정류장에 어떻게 가는지 알려주실 수 있나요?	실례합니다, 버스 터미널에 어떻게 가는지 알려주실 수 있나요?
1816	日本語	その通りです	右
1816	中文	好的	右边
1816	한국어	맞아요.	오른쪽
1828	中文	西部	西
1830	한국어	거의 비슷해요.	꽤 가까워요.
1837	日本語	バス停の隣です。	バス停のすぐ後ろです。
1837	中文	在公交车站旁边。	就在公交车站后面。
1837	한국어	버스 정류장 옆에 있습니다.	버스 정류장 바로 뒤에 있습니다.
1885	日本語	美術館はどこですか？	画廊はどこですか？
1885	中文	美术馆在哪里？	画廊在哪里？
1885	한국어	미술관이 어디에 있나요?	미술 갤러리는 어디에 있나요?
1911	中文	你会拍照吗？	你能帮我拍张照吗？
1911	한국어	사진을 찍을 수 있나요?	사진 좀 찍어주실 수 있나요?
1915	中文	下一次巡演是什么时候？	下一次旅游团是什么时候？
1923	中文	有安排外出活动吗？	有观光游吗？
1923	한국어	견학이나 소풍 같은 프로그램이 있나요?	관광 투어가 있나요?
1924	한국어	여기 견학 목록입니다.	여기 투어 목록입니다.
1929	日本語	自転車ツアーに参加できますか？	自転車ツアーを予約できますか？
1929	中文	我们可以骑自行车游玩吗？	我们可以预订自行车观光游吗？
1929	한국어	자전거 투어를 할 수 있을까요?	자전거 투어를 예약할 수 있을까요?
1938	한국어	어디에서 견학 신청을 할 수 있나요?	어디에서 투어를 신청할 수 있나요?
1939	Esperanto	Ĉu vi havas broŝuron priskribantan turojn kaj ekskursojn?	Ĉu vi havas broŝuron priskribantan rondvojaĝojn kaj ekskursojn?
1942	Esperanto	Kian turon vi preferus?	Kian ekskurson vi preferus?
1978	한국어	같은 날에 연결할 수 있나요?	같은 날에 환승할 수 있나요?
1989	日本語	つながりを築くのにどれくらい時間がかかりますか。	乗り継ぎにはどれくらい時間がかかりますか？
1989	中文	建立联系需要多长时间？	转机需要多长时间？
1989	한국어	연결을 만드는 데 얼마나 걸리나요?	환승하는 데 얼마나 걸리나요?
2035	日本語	手荷物預かり所はどこですか。	荷物はどこで計量できますか？
2035	中文	行李寄存处在哪里？	行李在哪里可以称重？
2035	한국어	수하물 보관소가 어디에 있나요?	수하물은 어디에서 무게를 잴 수 있나요?
2053	中文	请把这件行李拿到出租车站。	请把这件行李拿到出租车乘车点。
2162	日本語	退出	出口
2162	中文	退出	出口
2162	한국어	나가세요.	출구
2165	한국어	밀다	미세요
2166	한국어	끌어당기다	당기세요
2167	한국어	관습	세관
2175	中文	空缺	空闲
2175	한국어	공석	비어 있습니다
2190	Esperanto	Mi ŝatus lui biciclon	Mi ŝatus lui biciklon
2231	Esperanto	Kiom po kilometro?	Kiom por kilometro?
2249	日本語	どこに行けばいいの？	どこで曲がればいいですか？
2249	中文	我该怎么办？	我该在哪里转弯？
2249	한국어	어디로 가야 하나요?	어디에서 꺾어야 하나요?
2255	Esperanto	Ĉu ĉi tie estas haltejo?	Ĉu ĉi tie estas loko por halti?
2268	日本語	一番近いガソリンスタンドはどこですか？	一番近い自動車修理工場はどこですか？
2359	日本語	止まって！歩かないで！	止まれ！立入禁止！
2359	中文	停下！别走！	停下！禁止通行！
2359	한국어	멈추세요! 걸어가지 마세요!	멈추세요! 통행 금지입니다!
2362	日本語	片道	一方通行
2362	中文	单程	单行道
2362	한국어	편도	일방통행
2366	Esperanto	Halti malpermesite	Halto malpermesita
2366	日本語	止まらない	駐停車禁止
2396	日本語	すみません、バス停はどこですか？	すみません、バスターミナルはどこですか？
2396	한국어	실례합니다, 버스 정류장이 어디에 있나요?	실례합니다, 버스 터미널이 어디에 있나요?
2404	Esperanto	Ĉu mi devas stampi la bileton antaŭ eniri?	Ĉu mi devas stampi la bileton antaŭ ol eniri?
2415	中文	我想要一张老年人返程票到布加勒斯特。	我想要一张去布加勒斯特的老年人往返票。
2441	日本語	ダブリンまでの片道切符をお願いします。	ダブリンまでの往復切符をお願いします。
2441	中文	我想要一张回都柏林的票。	我想要一张去都柏林的往返票。
2441	한국어	더블린으로 돌아가는 표를 원합니다.	더블린행 왕복표를 원합니다.
2456	한국어	밀라노행 노인 단독 승차권 한 장 주세요.	밀라노행 노인 편도 승차권 한 장 주세요.
2479	日本語	次の停車駅はストックホルムです。	次の停留所はストックホルムです。
2479	한국어	다음 정차역은 스톡홀름입니다.	다음 정류장은 스톡홀름입니다.
2484	日本語	どの駅で降りればいいですか？	どの停留所で降りればいいですか？
2491	日本語	ここから何駅ですか？	ここから何停留所ありますか？
2492	日本語	カブールまであといくつ停車しますか？	カブールまであと何停留所ありますか？
2499	日本語	停車をお願いします	リクエストストップ
2499	中文	请求停车	按需停靠站
2499	한국어	정지 요청합니다.	요청 정차
2518	한국어	기차역을 지나친 적이 있으신가요?	기차에서 내릴 역을 지나친 적이 있나요?
2536	中文	出租车站在哪里？	出租车乘车点在哪里？
2642	Esperanto	Por ĉi-nokto	Por ĉi tiu nokto
2719	日本語	簡易ベッドが必要です。	ベビーベッドが必要です。
2719	中文	我需要一张折叠床。	我需要一张婴儿床。
2719	한국어	간이침대가 필요해요.	유아용 침대가 필요해요.
2730	中文	有适合我的职位吗？	有我的邮件吗？
2767	日本語	お会計をお願いします。	お会計（請求書）を見せていただけますか？
2772	日本語	お会計をお願いします。	お会計をお願いできますか？
2773	中文	这张账单是做什么的？	这张账单是关于什么费用的？
2797	한국어	내역이 상세히 적힌 영수증을 받을 수 있을까요?	상세 청구서를 받을 수 있을까요?
2798	中文	迷你吧我被收了多少钱？	迷你吧向我收了多少钱？
2874	한국어	냉장고는 내부의 열을 밖으로 내보내는 방식으로 작동해요. 냉매라는 특수한 액체가 냉장고 내부에서 열을 흡수해 기체로 변하고, 이 기체가 압축기를 통해 압축되면서 다시 액체로 바뀌면서 열을 외부로 방출합니다. 이런 과정을 반복하면서 냉장고 내부를 차갑게 유지해 식품을 신선하게 보관할 수 있게 해줍니다.	냉장고는 어떻게 작동하나요?
2889	日本語	電子レンジは、マイクロ波という電磁波を使って食品の中の水分子を振動させ、その摩擦熱によって食べ物を加熱します。	電子レンジはどのように動くのですか？
2889	한국어	전자레인지는 마이크로파라는 고주파 전자기파를 이용해 음식을 데우거나 조리합니다. 전자레인지 내부에 있는 마그네트론이라는 장치가 마이크로파를 발생시키면, 이 파동이 음식 속의 물 분자와 상호작용해 분자를 빠르게 진동시킵니다. 이 진동으로 인해 열이 발생하면서 음식이 내부부터 골고루 데워집니다.	전자레인지는 어떻게 작동하나요?
2890	한국어	식기세척기는 내부에 식기를 넣고 세제를 투입한 후, 버튼을 눌러 작동시키면 자동으로 식기를 세척해 줍니다. 내부의 분사 노즐에서 뜨거운 물이 강한 압력으로 분사되어 식기에 묻은 음식물 찌꺼기와 오염물을 제거합니다. 세척이 끝나면 헹굼과 건조 과정을 거쳐 식기가 깨끗하게 마무리됩니다.	식기세척기는 어떻게 작동하나요?
2891	한국어	에어컨은 실내의 더운 공기를 빨아들여 냉매를 이용해 열을 밖으로 내보내고, 차가워진 공기를 다시 실내로 내보내는 방식으로 작동합니다. 이렇게 해서 실내 온도를 낮추고 쾌적한 환경을 만들어줍니다.	에어컨은 어떻게 작동하나요?
2899	한국어	언제까지인가요?	언제로 하시겠어요?
2908	한국어	네, 해봤어요.	네, 예약했습니다.
2910	日本語	子ども用の席をお願いします。	子ども用の椅子をお願いします。
2910	한국어	아기용 좌석 부탁합니다.	유아용 의자 부탁합니다.
3086	한국어	스파게티와 치킨 중 어느 것이 더 좋은지는 개인의 취향에 따라 다릅니다. 어떤 사람은 파스타의 풍미를 더 좋아할 수 있고, 다른 사람은 치킨의 고소한 맛을 선호할 수 있습니다. 본인의 입맛에 맞는 음식을 선택하는 것이 가장 좋습니다.	스파게티와 치킨 중 어느 것이 더 좋나요?
3101	日本語	こちらがご請求書になります。	こちらがお会計です。
3105	日本語	お会計をお願いします。	お支払いをお願いできますか？
3113	日本語	お会計をお願いします。	お会計をお持ちいただけますか？
3122	日本語	この請求書にはサービス料が含まれていますか？	このお会計にはサービス料が含まれていますか？
3129	한국어	제 계산서에 추가해 주세요.	제 계산에 포함해 주세요.
3130	한국어	영수증 합계가 잘못 계산된 것 같아요.	계산서 합계가 잘못 계산된 것 같아요.
3247	Esperanto	Mi prenos bolitajn krabojn, mi petas	Mi prenos boligitajn krabojn, mi petas
3252	Esperanto	Ili ŝatus bolitajn kankrojn	Ili ŝatus boligitajn kankrojn
3254	한국어	"최고의 게살 수프 레시피는 신선한 게살을 사용해 깊은 풍미를 살리는 것이 중요해요. 게살 수프를 만드는 기본적인 방법은 다음과 같습니다.

재료:
- 신선한 게살 200g
- 닭육수 1리터
- 달걀 1개
- 옥수수 전분 1큰술(물 2큰술에 풀기)
- 다진 파 1큰술
- 다진 마늘 1작은술
- 생강 약간(선택)
- 소금, 후추 약간
- 간장 1작은술
- 참기름 약간

만드는 방법:
1. 냄비에 닭육수를 붓고 끓입니다.
2. 육수가 끓으면 다진 마늘과 생강, 다진 파를 넣고 2~3분간 끓입니다.
3. 게살을 넣고 중불에서 3~4분간 더 끓입니다.
4. 간장, 소금, 후추로 간을 맞춥니다.
5. 물에 푼 옥수수 전분을 조금씩 넣으며 저어 농도를 맞춥니다.
6. 달걀을 잘 풀어서 수프에 천천히 부으면서 젓가락으로 저어주면 달걀이 실처럼 퍼집니다.
7. 마지막으로 참기름을 한 방울 떨어뜨리고 불을 끕니다.
8. 그릇에 담아 다진 파를 올려 마무리합니다.

따뜻하게 바로 드시면 게살의 풍미와 부드러운 식감을 제대로 즐기실 수 있습니다."	최고의 게살 수프 레시피는 무엇인가요?
3318	Esperanto	Li prenos la brasitajn karotojn kaj kikeron	Li prenos la brasitajn karotojn kaj kikerojn
3529	日本語	シルクのネクタイをいくつかご覧いただけますか。	シルクのネクタイをいくつか見せていただけますか。
3579	日本語	おすすめのマイクを教えてください。	良いマイクを見せてください。
3579	中文	请给我推荐一款好的麦克风。	请给我看一款好的麦克风。
3586	日本語	おすすめのドライヤーを教えていただけますか？	良いヘアドライヤーを見せていただけますか？
3586	中文	你能给我推荐一款好的吹风机吗？	你能给我看一款好的吹风机吗？
3586	한국어	좋은 헤어드라이어를 추천해 주실 수 있나요?	좋은 헤어드라이어를 보여주실 수 있나요?
3610	日本語	これらのフィギュアは壊れやすいですか？	これらのフィギュアはとても壊れやすいですか？
3629	Esperanto	Mi ŝatus aĉeti suvenironde la urbo	Mi ŝatus aĉeti suveniron de la urbo
3646	한국어	더 보기.	더 주세요.
3688	日本語	ご覧になってもよろしいですか？	見て回ってもよろしいですか？
3698	한국어	여행 가이드를 보여드릴게요.	여행 가이드를 보여주세요.
3721	한국어	암하라어 신문을 제공해 주세요.	암하라어 신문 한 부 주세요.
3722	한국어	"죄송하지만 요청하신 ""로미오와 줄리엣"" 전체를 제공해 드릴 수 없습니다."	"""로미오와 줄리엣"" 사본 한 부 주세요."
3766	한국어	현금 결제가 가능한가요?	현금 결제 시 할인 가능한가요?
3790	中文	我可以买到的东西可以换货吗？	我买的东西可以换货吗？
3866	한국어	추천해드릴 만한 발레 작품으로는 '호두까기 인형', '백조의 호수', '잠자는 숲속의 미녀' 등이 있습니다. 이 작품들은 클래식 발레의 대표작으로, 아름다운 음악과 화려한 무대, 감동적인 스토리가 어우러져 많은 사랑을 받고 있어요.	추천할 만한 발레 작품이 있나요?
3897	한국어	제가 가장 좋아하는 배우는 누구인가요?	당신이 가장 좋아하는 배우는 누구인가요?
3932	日本語	この美術館には陶器の優れたコレクションがあります。	この美術館には陶器の非常に優れたコレクションがあります。
3933	Esperanto	La muzeo estas fermita lundojn	La muzeo estas fermita lunde.
3965	Esperanto	Ĉu vi konas iujn bonajn klubojn ĉi proksime?	Ĉu vi konas iujn bonajn klubojn ĉi-proksime?
4031	한국어	"크리켓을 배우고 싶으시군요. 크리켓은 두 팀이 번갈아 가며 타격과 수비를 하는 스포츠입니다. 기본적으로 한 팀이 타자를 맡아 점수를 내고, 다른 팀은 공을 던지고 수비를 하며 타자를 아웃시키려고 합니다.

경기는 보통 11명씩 두 팀으로 진행됩니다. 경기가 시작되면 한 팀이 먼저 타격(배팅)을 하고, 다른 팀은 볼링(투구)과 필딩(수비)을 합니다. 타자는 배트를 이용해 볼러가 던진 공을 쳐서 점수를 얻고, 수비팀은 타자를 아웃시키려 합니다.

점수는 타자가 공을 치고 두 베이스(위켓) 사이를 오가며 얻거나, 공을 경기장 바깥으로 보내는 방식으로 얻을 수 있습니다. 아웃되는 방식에는 볼에 맞거나, 공이 위켓을 맞추거나, 수비수가 공을 잡는 등 여러 가지가 있습니다.

크리켓의 기본 규칙과 용어를 익힌 후, 실제로 경기를 보거나 연습해보면 더 쉽게 배울 수 있습니다. 궁금한 점이 있으면 언제든 질문해 주세요!"	크리켓 하는 법을 가르쳐 주세요.
4102	한국어	제가 가장 좋아하는 피아니스트는 누구냐고요? 저는 마르타 아르헤리치의 연주를 특히 좋아해요. 그녀의 연주는 열정적이면서도 섬세하고, 곡의 감정을 깊이 있게 전달해 주기 때문이에요.	당신이 가장 좋아하는 피아니스트는 누구인가요?
4120	日本語	この鳥、素晴らしいですね。	この鳥、素晴らしいですね？
4128	日本語	この谷、本当に素晴らしいよね。	この谷、本当に素晴らしいですよね？
4141	Esperanto	Kio estas la plej bona aktivaĵo dum tendumado?	Kio estas la plej bona aktiveco dum tendumado?
4141	한국어	캠핑할 때 가장 좋은 활동은 자연 속에서 산책하거나 하이킹을 즐기는 것입니다. 또한 캠프파이어를 하며 가족이나 친구들과 이야기 나누거나, 별을 관찰하는 것도 추천합니다.	캠핑 중 가장 좋은 활동은 무엇인가요?
4157	日本語	キャンプ旅行の思い出を話します。	キャンプ旅行の話を聞かせてください。
4157	한국어	지난 주말에 친구들과 함께 산으로 캠핑을 다녀왔어요. 도착하자마자 텐트를 치고, 근처 계곡에서 시원하게 발을 담그며 더위를 식혔죠. 저녁에는 모닥불을 피우고, 각자 준비해 온 재료로 바비큐를 해 먹었어요. 밤이 되자 하늘에 별이 가득 떠서 모두 함께 누워 별자리를 찾아보기도 했습니다. 조용한 자연 속에서 친구들과 도란도란 이야기를 나누며 정말 즐거운 시간을 보냈어요. 다음날 아침에는 새소리에 눈을 뜨고, 상쾌한 공기를 마시며 산책도 했답니다. 이번 캠핑은 오랜만에 일상을 벗어나 자연을 만끽할 수 있었던 소중한 추억이 되었어요.	캠핑 여행 이야기를 들려주세요.
4177	中文	那我建议你读书吧。	那么我可以建议你读书吗？
4206	日本語	素晴らしいパーティーですね。	素晴らしいパーティーですね？
4207	日本語	失礼します。	入ってもいいですか？
4256	日本語	カードを削除	カードをお取りください。
4256	中文	移除卡片	请取卡。
4256	한국어	카드를 제거하세요.	카드를 빼 주세요.
4262	中文	我拿到我的身份证了。	我有身份证。
4262	한국어	신분증을 받았어요.	신분증을 가지고 있어요.
4268	日本語	10枚ずつお願いします。	10単位の紙幣でお願いします。
4268	中文	请按十位数给我。	请给我面额为10的纸币。
4268	한국어	10단위로 해 주세요.	10단위 지폐로 주세요.
4270	日本語	これは偽のメモです。	これは偽札です。
4270	한국어	이것은 가짜 쪽지입니다.	이것은 위조 지폐입니다.
4273	한국어	고객님의 현금을 계산하고 있습니다.	고객님의 현금을 세고 있습니다.
4275	日本語	黄色い線の内側でお待ちください。	黄色い線の後ろでお待ちください。
4278	日本語	運転免許を取りました。	運転免許証を持っています。
4278	中文	我拿到驾照了。	我有驾照。
4278	한국어	운전면허를 땄어요.	운전면허증이 있어요.
4285	日本語	お金はどのようにお受け取りになりたいですか？	どの額面の紙幣でお受け取りになりますか？
4285	中文	您希望怎么收款？	您希望拿什么面额的纸币？
4285	한국어	어떻게 돈을 받으시겠어요?	어떤 액면가의 지폐로 받으시겠어요?
4286	한국어	큰 글씨로 작성해 주세요.	큰 액면가 지폐로 부탁합니다.
4290	中文	是的，我拿到护照了。	是的，我有护照。
4295	日本語	新しい小切手帳を注文したいのですが。	新しい小切手帳を注文できますか？
4297	한국어	계정에 잔액이 없습니다.	계좌에 잔액이 없습니다.
4299	中文	你能帮我换一下这张一百美元吗？	你能帮我换开这张一百美元纸币吗？
4306	中文	我想兑换一些外币。	我想预约一些外币。
4415	日本語	ひげを整えていただけますか？	口ひげを整えていただけますか？
4416	日本語	ひげを整えていただけますか？	あごひげを整えていただけますか？
4425	中文	你能简化一下吗？	你能把这个改短一点吗？
4426	中文	你能把这个内容扩展一下吗？	你能把这个改长一点吗？
4426	한국어	이 내용을 좀 더 길게 작성해 주시겠어요?	이걸 좀 더 길게 늘려주실 수 있나요?
4428	日本語	このZIPファイルを修復できますか？	ファスナーを直せますか？
4428	한국어	압축 파일을 수정해 주실 수 있나요?	지퍼를 고쳐주실 수 있나요?
4714	日本語	いくつかのフレームを見せてください。	眼鏡フレームをいくつか見せてください。
4714	中文	请给我展示一些画面。	请给我看几副镜框。
4714	한국어	몇 가지 프레임을 보여주세요.	안경테를 몇 가지 보여주세요.
4736	Esperanto	Ĉu vi povus laŭtlegi la literojn sur la tabelo?	Ĉu vi povus voĉlegi la literojn sur la tabulo?
4796	한국어	좋지 않은 대사예요.	통화 상태가 좋지 않아요.
4826	한국어	국가 전화번호는 무엇인가요?	지역번호가 어떻게 되나요?
4828	Esperanto	Kie mi povas trovi publikan telefonon ĉi proksime?	Kie mi povas trovi publikan telefonon ĉi-proksime?
4831	日本語	ベネズエラの国番号は58です。	ベネズエラの国番号は何ですか？
4831	한국어	베네수엘라의 국가 번호는 +58입니다.	베네수엘라의 국가 번호는 무엇인가요?
4887	한국어	인터넷에 연결하려면 먼저 사용 중인 기기에서 Wi-Fi 또는 유선 네트워크에 접속해야 합니다. Wi-Fi를 사용한다면, 기기의 설정에서 무선 네트워크 목록을 확인한 후 원하는 네트워크를 선택하고 비밀번호를 입력하세요. 유선 연결을 원하신다면, 랜 케이블을 기기에 연결하면 자동으로 인터넷에 접속됩니다. 연결이 완료되면 웹 브라우저를 열어 인터넷을 사용할 수 있습니다.	인터넷에 어떻게 연결하나요?
4899	한국어	컴퓨터를 켜려면 전원 버튼을 누르세요.	컴퓨터 전원을 어떻게 켜나요?
4910	日本語	批評家たちはこの論文に非常に厳しかった。	批評家たちはこの記事に非常に厳しかった。
4916	日本語	こちらのお会計をお願いします。	この請求書を支払いたいです。
4916	中文	我想结账。	我想支付这张账单。
4916	한국어	이 계산서 결제하고 싶어요.	이 청구서를 납부하고 싶어요.
4918	한국어	지퍼백 하나 주세요.	에어캡 봉투 하나 주세요.
4920	日本語	これはどこに投稿できますか？	これはどこで送れますか？
4920	中文	我可以在哪里发布这个？	这个在哪里可以寄出？
4920	한국어	이것을 어디에 올릴 수 있나요?	이것은 어디에서 보낼 수 있나요?
4964	日本語	敬具	敬具（心を込めて）
4971	日本語	敬具	敬具（敬意を込めて）
5129	日本語	寒いですね。	寒いですね？
5130	日本語	暑いですね。	暑いですね？
5134	日本語	ひどい天気ですね。	ひどい天気ですね？
1898	日本語	主な見どころは何ですか？	主な見どころはどこにありますか？
1898	中文	有哪些主要景点？	主要景点都在哪里？
1898	한국어	주요 볼거리에는 어떤 것들이 있나요?	주요 볼거리는 어디에 있나요?
2078	日本語	観光ビザを取得しました。	観光ビザを持っています。
2078	中文	我已经拿到旅游签证了。	我有旅游签证。
2078	한국어	저는 관광 비자를 받았어요.	저는 관광 비자를 가지고 있어요.
2092	日本語	学生ビザを取得しました。	学生ビザを持っています。
2092	中文	我已经拿到学生签证了。	我有学生签证。
2092	한국어	저는 학생 비자를 받았어요.	저는 학생 비자를 가지고 있어요.
2093	日本語	ビジネスビザを取得しました。	ビジネスビザを持っています。
2093	中文	我已经拿到商务签证了。	我有商务签证。
2093	한국어	저는 비즈니스 비자를 받았습니다.	저는 비즈니스 비자를 가지고 있습니다.
2100	日本語	難民認定を受けました。	難民認定を受けています。
2100	中文	我已经获得了难民身份。	我有难民身份。
2100	한국어	저는 난민 지위를 받았습니다.	저는 난민 지위를 가지고 있습니다.
2609	日本語	それはどこに近いですか？	近くに何がありますか？
2609	中文	它靠近哪里？	附近有什么？
3426	日本語	彼女は彼らのことが好きではありません。	彼女はそれらを気に入っていません。
3426	中文	她不喜欢他们。	她不喜欢这些。
3426	한국어	그녀는 그들을 좋아하지 않아요.	그녀는 그것들을 좋아하지 않아요.
3474	日本語	彼らは快適に感じていますか？	履いてみて快適ですか？
3474	中文	他们感觉舒服吗？	穿着舒服吗？
3474	한국어	편안하게 느끼시나요?	신어보니 편하세요?
3476	日本語	私は彼らが好きです。	気に入りました。
3476	中文	我喜欢他们。	我喜欢这双。
3476	한국어	저는 그들이 좋아요.	마음에 들어요.
3477	日本語	彼らはどう感じていますか？	履いてみていかがですか？
3477	中文	他们感觉怎么样？	穿着感觉怎么样？
3477	한국어	그들은 어떻게 느끼고 있나요?	신어보니 어떠세요?
3478	日本語	彼らは私をつねる。	この靴はきついです。
3478	中文	他们掐我。	这双鞋夹脚。
3478	한국어	그들이 저를 꼬집어요.	이 신발은 발이 꽉 껴요.
3705	日本語	一番近い本屋はどこですか？	一番近い新聞スタンドはどこですか？
3705	한국어	가장 가까운 책방이 어디에 있나요?	가장 가까운 신문 가판대가 어디에 있나요?
3874	日本語	箱までどうやって行けばいいですか？	ボックス席へはどう行けばいいですか？
3874	中文	我怎么去那个箱子？	我怎么去包厢？
3874	한국어	상자까지 어떻게 가야 하나요?	박스석으로 어떻게 가야 하나요?
4738	한국어	처방전을 받았어요.	처방전을 가지고 있어요.
3707	日本語	英和辞典が必要です。	二か国語辞典が必要です。
3725	한국어	저는 과학 논문에 관심이 있어요.	저는 과학 문헌에 관심이 있어요.
3910	한국어	이것은 누구의 작업인가요?	이것은 누구의 작품인가요?
350	日本語	これでもくらえ！	これを受け取ってください！
350	中文	接招吧！	拿着这个！
444	한국어	제가 말씀하신 내용을 이해했나요?	제가 말한 내용을 이해하셨나요?
610	한국어	도와드릴 수 있을까요?	도와주실 수 있을까요?
618	日本語	どうされたいですか？	何か提案はありますか？
1046	中文	我还得吃饭呢。	我有嘴巴可以吃东西。
1055	한국어	당신은 제 여동생(누나/언니)과 닮으셨어요.	당신은 제 여동생을 닮았어요.
1087	中文	我其实不太喜欢他们。	我其实不太喜欢恐怖片。
1087	한국어	저는 그들을 별로 좋아하지 않아요.	저는 공포 영화를 별로 좋아하지 않아요.
1136	日本語	覚えておいてくれる？	私に思い出させてくれる？
1341	日本語	16歳で学校を辞めました。	16歳で学校を卒業しました。
1341	中文	我十六岁时就辍学了。	我十六岁时就毕业了。
1341	한국어	저는 열여섯 살에 학교를 그만뒀어요.	저는 열여섯 살에 학교를 졸업했어요.
1487	日本語	1020304050	十、二十、三十、四十、五十。
1488	日本語	212223	二十一、二十二、二十三。
1489	한국어	스물네 살, 스물다섯 살, 스물여섯 살.	스물넷, 스물다섯, 스물여섯.
1495	한국어	마흔넷, 마흔다섯, 마흔다섯.	마흔넷, 마흔다섯, 마흔여섯.
1511	한국어	일흔네, 일흔다섯, 일흔다섯.	일흔넷, 일흔다섯, 일흔여섯.
1525	日本語	百万円	百万。
